Open,High,Low
0.0838562464346834,0.0904783821100793,0.06753565129002363
0.15288077581289217,0.14600536047865284,0.09629585338874107
0.22818026240730174,0.23423667325446032,0.1396155340966845
0.1414717626925271,0.14722365108157132,0.1479565906305121
0.04278379920136907,0.05490429650485961,0.04780411970462495
0.20265259555048487,0.21956303977041994,0.20864599838560194
0.6919566457501426,0.6736876302894118,0.6221112738796376
0.13405590416428978,0.1489021848011479,0.1435020478938085
0.08214489446662865,0.10412323686276634,0.07710245448294419
0.003080433542498574,0.002680239326420658,0.003766928757212472
0.9657729606389047,1.0,1.0
0.021106674272675412,0.021441914611365298,0.014320308529402975
0.10096976611523102,0.10336518937650593,0.10849352745971479
0.36988020536223615,0.3820559330752362,0.3676941014679063
0.7822589845978324,0.7917805993989766,0.8048073186044425
0.4632059326868226,0.45515336925034516,0.43585757421746546
0.14426697090701654,0.1344451363131819,0.11474184579509104
0.10131203650884199,0.1424587811679346,0.10493587252234746
0.13690815744438106,0.1340390394455424,0.13091572244312236
0.5533371363377068,0.5661531797384737,0.5684175909593709
0.4466628636622932,0.43777242331537486,0.4348112051182397
0.21905305191100968,0.21961718601943853,0.2302012018296511
1.0,0.9601212875978016,0.9756943406379862
0.17569880205362234,0.17161653626445025,0.160363538521331
0.06103822019395321,0.07423450740449954,0.06275224969356334
0.3782087849401026,0.3682486395754934,0.3451224251846094
0.11737022247575583,0.12740612394076398,0.1255941881670603
0.10721620079863092,0.11284078295476081,0.05749050793745701
0.16685681688533943,0.1681782494517692,0.17100660707345508
0.2624358243011979,0.254270785391342,0.24631528595772667
0.15131203650884198,0.1535587622167474,0.15285957726688393
0.15345122646891043,0.17275360749384086,0.15979550958175132
0.3837992013690816,0.3846008067791104,0.3908039104308051
0.10496292070735883,0.17613774805750332,0.1010194624652456
0.35142612664004563,0.3834095893007012,0.3467667194833926
0.049343981745578996,0.05219698405392965,0.041316631289425684
0.009982886480319452,0.012778514768389421,0.014021345929624202
0.27390188248716485,0.27230148631453555,0.2673622529821519
0.23274386765544777,0.23355984514172784,0.21647881849980566
0.04820308043354249,0.047919430381460314,0.03677239977278842
0.018197375926982316,0.027939464493597202,0.0223922987234297
0.09749001711351968,0.11127054173322141,0.09515979550958177
0.0022818026240730145,0.001597314346048677,0.004155580136924872
0.39361095265259555,0.3897717735603866,0.3639271727106939
0.14204221334854536,0.1348783063053307,0.12266435468922837
0.0036508841985168263,0.008879984839050272,0.00768333881431433
0.11249286936679978,0.13893927498172565,0.11895721845197166
0.21791215059897315,0.2808024474104556,0.2271218870519298
0.20907016543069024,0.23802691068576223,0.21650871475978356
0.010268111808328578,0.008988277337087468,0.008400849053783374
0.3974044495151169,0.3900695779299889,0.3976800502257168
0.9760410724472334,0.9796951566180253,0.860982391102873
0.17683970336565888,0.18712943660827897,0.18123112798588895
0.40102681118083283,0.3807564230987899,0.36682710992854795
0.0100969766115231,0.040501394265912226,0.011211097491703787
0.016543069024529376,0.012237052278203422,0.007145206134712549
0.29207073588134624,0.28072122803692773,0.2708900116595414
0.3556759840273816,0.35203183799442295,0.3630302849113576
0.0,0.007255597368492292,0.00035875511973452415
0.4050199657729606,0.4470314318975553,0.4169332416514694
0.0005134055904164282,0.0027073124509299617,0.004604024036593025
0.29150028522532795,0.30584508758155776,0.2875123322072409
0.6262977752424415,0.7321385061049895,0.643636581063709
0.00821448944666286,0.012074613531147627,0.00140512421896021
0.002709640616086706,0.0,0.005590600615862958
0.3605248146035368,0.4365270595879471,0.3806989745582827
0.03707929264118653,0.042721390475674796,0.04003109211037699
0.04073017683970336,0.04310041421880499,0.03195910191635026
0.003108956075299486,0.0015160949725207752,0.005949355735597477
0.11003993154592126,0.1131385873243631,0.11238004125683877
0.894466628636623,0.8566478057232586,0.7896798110556369
0.17780946948088988,0.16912580880959469,0.14885347842984842
0.001711351968054762,0.0003248774941115933,0.000717510239469043
0.06246434683399885,0.062268186371389124,0.05686268647792162
0.09127210496292071,0.10044129192950156,0.08672905019582051
0.10439247005134056,0.10179494815496655,0.10042153726568807
0.11808328579577865,0.13785635000135363,0.11088522825794493
0.05367940673131774,0.04965211035005549,0.03470955783431493
0.06129492298916144,0.06091453014592414,0.05796884809710305
0.12435824301197947,0.12507783523296423,0.12015306885108674
0.10975470621791215,0.10853615615778216,0.09982361206613052
0.43782087849401025,0.4204726967539324,0.3198600855033035
0.10915573302909298,0.12345344776240624,0.1129779664563963
0.5059897318881916,0.5282508054254541,0.5090436186433077
0.14090131203650882,0.14749438232666431,0.13282908308170646
0.10410724472333142,0.09481008203156725,0.039164100571018566
0.6360524814603536,0.6257140536589327,0.6195700917815181
0.015972618368511122,0.013536562254649805,0.01730993452719065
0.46948088990302334,0.4481143568779273,0.44213578881281956
0.05077010838562463,0.05068088908140888,0.04720619450506742
0.09697661152310325,0.10861737553131005,0.10161738766480313
0.45527666856816884,0.47800308633619404,0.4613590839785943
0.0558471192241871,0.057665755204808176,0.05378337170020031
0.6874215630347974,0.681213958902997,0.7019342880205687
0.130062749572162,0.1693694669301784,0.1347424437202906
0.1654306902452938,0.15353168909223813,0.14302370773416245
0.17056474614945807,0.17250994937325714,0.14048252563604294
0.8645179691956646,0.8552941494977936,0.85201351310951
0.15259555048488307,0.16492947451065326,0.15722443122365393
0.4566457501426126,0.43316999214879387,0.433764836019014
0.8004563605248147,0.9695427349270379,0.8364076654010583
0.14432401597261837,0.14651974984432953,0.15052766898860953
0.12721049629207073,0.12431978774670382,0.10879249005949355
0.07159155733029093,0.06800768876736063,0.05737092289754551
0.17461494580718767,0.1684489806968622,0.17369727047146402
0.7644038790644608,0.7588867531201776,0.7910550390146193
0.8476896748431262,0.8574058532095189,0.8645699423002182
0.03479749001711352,0.030105314454341173,0.0
0.12703936109526526,0.1196632103311043,0.11853867081228138
0.20005704506560182,0.2049976987844167,0.21289126730246044
0.13936109526525955,0.12940953515445217,0.13001883464378605
0.18254420992584142,0.19037821154939494,0.193099943197106
0.029806046776953796,0.044995532934455955,0.02807258811922628
0.04164289788933257,0.049029428486341606,0.04541241890639481
0.023274386765544774,0.018734602160435335,0.020957278244491614
0.1401597261836851,0.13217099385440073,0.14173816855511376
0.11580148317170565,0.11860735847524162,0.10672964812102007
0.4289788933257273,0.4302460947017896,0.4290711232024874
0.037649743297204795,0.04656577415599533,0.03584561571347424
